field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14
20787,dry chillies,23.6007215896,6.4725243446,134.281867105,35.368281319,36.7543635255,27.7273068023,13.7295433107,11.5894471604,0,1,1,0
20788,dry chillies,35.0136011815,6.4846369257,137.5108278783,39.4590850869,36.2337823686,26.0836201866,12.676471728,13.7749937039,0,1,1,0
20789,dry chillies,36.5470316914,6.298945835,69.4510687509,35.1293443642,37.9016318177,26.1279600588,12.6732264125,11.7570885537,0,1,1,0
20790,dry chillies,39.4402321352,6.6970859214,93.1173053855,37.7660666623,37.5222400867,24.4456488878,11.1313380293,13.2680488157,0,1,1,0
20791,dry chillies,37.7161388932,6.5385559978,70.3935825888,39.5077300004,36.929495906,22.3426152302,13.3069586278,13.4213475868,0,1,1,0
20792,dry chillies,39.7857992423,6.0354167068,64.7498509124,35.8206705831,39.6543061295,26.654191106,10.6305394972,10.4598169562,0,1,1,0
20793,dry chillies,23.1201742484,6.8653172705,144.2829085503,35.5185821837,38.7694047253,25.2465919663,10.6377469349,12.5651520847,0,1,1,0
20794,dry chillies,37.5607327548,6.3842926981,74.4957973942,36.8788749541,37.4071146324,23.8348262176,10.0108429889,11.5583931956,0,1,1,0
20795,dry chillies,21.0387621806,6.1433321275,107.7650101167,39.9379711201,38.1190139177,27.003804,12.1594270173,13.1914772864,0,1,1,0
20796,dry chillies,34.4643978906,6.2398124958,92.9580012488,39.18183986,39.99778699,22.3066797752,13.2301611836,10.5955894868,0,1,1,0
20797,dry chillies,38.6689832208,6.7707176907,84.5201031325,35.4658998763,38.9873437887,27.3913298755,11.0300503556,11.7247761034,0,1,1,0
20798,dry chillies,25.1321067655,6.7832862203,114.5388113828,37.8251610201,39.6118901902,22.8180661456,10.1871200188,11.3352914617,0,1,1,0
20799,dry chillies,36.2806610184,6.5634448227,132.0367898332,35.8597313175,38.9441146732,27.0276851421,12.6546524431,10.14278476,0,1,1,0
20800,dry chillies,39.3139878325,6.6941559414,135.0606034243,35.735453437,39.3472069899,27.0238273778,12.166057936,13.5868429695,0,1,1,0
20801,dry chillies,31.7480630457,6.7288331604,75.56217222,39.5729052883,39.0047122688,23.4756978079,12.4243808437,13.0688117146,0,1,1,0
20802,dry chillies,29.5378554482,6.1388551128,135.3125515127,39.1386753552,38.2942848792,24.1333990651,10.850357842,13.2084831604,0,1,1,0
20803,dry chillies,22.9690067669,6.5632855808,63.7407262525,37.2363693977,39.0192037076,25.9224495039,10.3941532207,10.2754267733,0,1,1,0
20804,dry chillies,29.9778508869,6.7592604522,140.3740724921,37.313717466,39.7266746346,22.9068704226,11.8421397524,13.6190868341,0,1,1,0
20805,dry chillies,18.6044686593,6.3817108152,135.1127330481,37.1061069685,39.937355752,22.4710160396,12.271815033,13.5933363803,0,1,1,0
20806,dry chillies,38.8119935575,6.037961682,108.0495767448,37.015947094,35.8471843367,27.7474031441,12.8923819854,12.6603690824,0,1,1,0
20807,dry chillies,36.0621007372,6.080101197,112.6778467965,37.5945883812,35.61695832,24.1190004401,12.0716565881,13.4606086892,0,1,1,0
20808,dry chillies,30.2639269302,6.4589486176,84.2441616495,38.2995876145,38.9558081692,22.8142958778,11.13531512,11.6127033024,0,1,1,0
20809,dry chillies,36.5505254981,6.6315534944,91.3735194341,36.8638300107,35.8708325163,22.4295008148,11.5574873082,10.2459895762,0,1,1,0
20810,dry chillies,33.2655291672,6.0952957682,135.851160162,36.342663583,36.0518547839,23.6736048124,10.1055694302,10.6645490215,0,1,1,0
20811,dry chillies,19.3978945573,6.5623225926,74.577730327,39.9610284151,38.190440642,26.9734991708,10.6055642269,11.1710660096,0,1,1,0
20812,dry chillies,36.2845111123,6.8079068033,110.4550227067,39.1044780025,38.2208043792,27.1165985536,10.0899625188,10.7425023177,0,1,1,0
20813,dry chillies,24.1958668109,6.1937052984,63.7698333833,39.4573177991,37.9049697624,25.5853072361,10.6010262242,11.4725410376,0,1,1,0
20814,dry chillies,33.969126576,6.128964967,103.1262493032,35.7211636448,35.2034377141,27.039734007,12.3666235688,11.8753191411,0,1,1,0
20815,dry chillies,26.7352474323,6.5993195981,130.7207400923,37.2587739026,38.1479086319,27.2018531221,12.7835110889,10.0408083911,0,1,1,0
20816,dry chillies,18.8374894018,6.3505467256,64.9457784349,38.4393956726,35.3474067827,25.2302269353,13.4743927631,12.5204600904,0,1,1,0
20817,dry chillies,33.5114339895,6.6822138018,144.1724356581,38.2972596079,35.5304856296,22.4326312337,12.2336621083,13.0965307399,0,1,1,0
20818,dry chillies,29.6782607664,6.8530621075,120.7820220445,36.9497155045,36.4544898358,24.2215667286,10.0553721082,13.6620664682,0,1,1,0
20819,dry chillies,31.8673948863,6.9859026898,81.0604257213,36.7602623238,36.7074628565,25.1831033026,11.5675494127,13.5552952161,0,1,1,0
20820,dry chillies,37.6511179483,6.9666707596,135.8929583616,35.5917387978,37.3385688231,25.9253249718,11.3993357832,13.1413850339,0,1,1,0
20821,dry chillies,33.4866315014,6.1843187101,131.143206426,39.0329183407,36.2995909711,26.0102591449,13.6975893165,12.2509344733,0,1,1,0
20822,dry chillies,20.4648078822,6.4614777937,92.5175779678,38.6153780223,37.3457282638,25.91493224,11.5350133032,13.4527762735,0,1,1,0
20823,dry chillies,35.5251073277,6.1894212818,89.8151141082,38.8480691743,38.1347205447,23.0112406529,13.3083971545,11.1534299549,0,1,1,0
20824,dry chillies,24.3800984066,6.7827555484,148.0400850824,39.1299530879,39.3517388948,27.3662576302,10.6690862595,12.2602832548,0,1,1,0
20825,dry chillies,31.7279376251,6.1052787701,79.9108576229,35.7338243722,37.6478395144,25.990199346,13.0645696118,11.5344509189,0,1,1,0
20826,dry chillies,35.9509578052,6.5467765507,110.7632642942,39.741074916,38.7274012398,22.0103335998,12.5095687457,11.6579646212,0,1,1,0
20827,dry chillies,28.7855332017,6.9734150074,112.7689878398,37.2452670218,38.1148997782,24.8643940431,11.5744017775,10.1209684592,0,1,1,0
20828,dry chillies,26.4611438216,6.4438388816,80.3849689448,38.2164220653,37.1233186124,26.394364373,10.3937298433,13.907799544,0,1,1,0
20829,dry chillies,20.2403817877,6.8341944337,135.7346934212,36.4991781143,36.2891682119,27.9139271061,11.0687252877,10.5530805304,0,1,1,0
20830,dry chillies,34.0242801446,6.5152282965,132.4409078649,39.0677525982,39.3334886383,27.5077079993,12.7004447199,12.0324598868,0,1,1,0
20831,dry chillies,22.3277297582,6.986944349,104.9921045571,35.9006775792,39.1318129638,22.5869899311,12.0953506253,12.7750517613,0,1,1,0
20832,dry chillies,32.1842331604,6.7417425102,114.9385244224,35.3652025078,39.3799598318,25.8126157027,11.8032379609,13.4587469459,0,1,1,0
20833,dry chillies,33.3361447179,6.9210789458,147.4347450903,39.2492652071,38.3422060437,24.2997605218,10.5841327903,11.1898370073,0,1,1,0
20834,dry chillies,19.977164993,6.5447163732,88.4472688639,38.3308540873,35.612796065,22.88412053,13.2381512431,11.0175493458,0,1,1,0
20835,dry chillies,32.5764874163,6.9102579988,125.1201067537,36.6232724403,37.7005734734,25.3767167145,10.488500466,12.5146495605,0,1,1,0
20836,dry chillies,35.0940656116,6.6122761502,69.4915085155,37.8166645183,35.6303522309,22.7897143688,13.4655820078,11.0851000649,0,1,1,0
20837,dry chillies,36.202638575,6.802428379,69.2212880106,37.162383506,37.6917139577,27.5860886685,11.4713980057,13.0978653247,0,1,1,0
20838,dry chillies,34.6535469314,6.3819664378,98.2734579842,39.4065378875,36.3960676511,27.2034062698,10.2733130873,12.8782301823,0,1,1,0
20839,dry chillies,22.4561825181,6.1670204039,103.2757958314,37.1372410213,39.6215041506,25.1359780503,12.5696334567,11.8268504506,0,1,1,0
20840,dry chillies,31.5935229007,6.6531406459,85.6299348025,36.863455563,38.0645232287,26.5546771692,12.0624299465,13.855970394,0,1,1,0
20841,dry chillies,31.0257580257,6.4975158531,68.622092571,36.7670769761,39.4685171495,26.2990902119,10.7807560414,13.4711620484,0,1,1,0
20842,dry chillies,36.2144002253,6.7026018329,140.0905430055,38.6766829273,36.4066918536,23.1637635283,11.3554148171,11.1787950321,0,1,1,0
20843,dry chillies,32.3944385744,6.7689734959,101.2087176208,36.2011225747,38.3524298618,26.3276607944,10.6192337554,13.1834458022,0,1,1,0
20844,dry chillies,27.6596931084,6.6108196398,100.8239177977,35.681772206,39.9536361409,24.864434964,13.0682228648,13.2866106735,0,1,1,0
20845,dry chillies,20.749876334,6.4308448459,100.7257427718,37.2221579848,35.1988903924,25.5309210373,11.530416058,11.3597385888,0,1,1,0
20846,dry chillies,20.5067422165,6.4143465159,81.2800417858,38.3128399223,36.5929510123,23.9518510995,12.9289928859,12.0953594079,0,1,1,0
20847,dry chillies,37.9728441981,6.4573642419,138.2627565927,36.0271389894,37.1695827413,26.7197334071,10.2811391075,10.7993058713,0,1,1,0
20848,dry chillies,29.0321293316,6.9533667178,139.6187087132,36.7645906251,39.4458457225,27.4092660299,13.3119367678,13.4544758693,0,1,1,0
20849,dry chillies,36.0405232576,6.8986778497,94.9073034928,35.8319169618,38.7190745059,26.5395196711,13.4138952232,10.3511097252,0,1,1,0
20850,dry chillies,22.5038576823,6.6455759732,91.2888316954,39.1721808902,39.0988967832,25.4798562735,13.5989209689,11.0222238905,0,1,1,0
20851,dry chillies,23.708904775,6.4772063423,134.7661265024,38.7062533679,38.7974815262,26.5029425095,10.3090290579,10.6947534515,0,1,1,0
20852,dry chillies,27.452478391,6.5512615638,146.33486216,37.7912863941,36.2856640765,26.7338054634,11.2470801953,12.8300177731,0,1,1,0
20853,dry chillies,31.3004712557,6.8180795753,144.3642756717,39.5025883654,39.8493281626,22.5704898306,12.6642589011,11.8800245677,0,1,1,0
20854,dry chillies,38.1034522332,6.388835622,106.8378127776,38.9485040373,35.5001169363,24.7821284719,11.7194053372,11.4854760731,0,1,1,0
20855,dry chillies,28.0278261778,6.5753378433,134.9389223176,38.6312695859,38.1635944783,26.2410672456,13.1532722043,13.4438422922,0,1,1,0
20856,dry chillies,19.4279260818,6.1478292296,149.6265076576,37.0064592842,35.3534651355,22.6575799939,10.0467658414,13.9370794499,0,1,1,0
20857,dry chillies,21.0700279936,6.5492226918,69.2577571366,37.5103660114,36.1090606471,24.523862217,10.5481572394,10.5660814053,0,1,1,0
20858,dry chillies,34.5715188701,6.3966232397,72.7187472842,37.2083277994,39.5088172274,24.8933181804,11.8062439003,10.4499124616,0,1,1,0
20859,dry chillies,26.9722097557,6.6608534067,146.8136888678,35.9982399569,36.6573458818,27.1874469366,12.3691461062,12.8068900764,0,1,1,0
20860,dry chillies,32.3183498553,6.2464988948,78.8666362616,39.4383149907,39.4606505038,25.5547542358,12.0041575083,13.3732755789,0,1,1,0
20861,dry chillies,26.1560332338,6.6868126834,79.6175289066,37.4329896167,37.7483328137,26.1220804849,13.9997616899,12.7430256466,0,1,1,0
20862,dry chillies,29.2169157914,6.6447583488,100.3388856684,37.726198822,37.0603023175,24.7555395525,13.4796181634,13.0159890991,0,1,1,0
20863,dry chillies,34.4216057333,6.6738069045,69.0631450379,35.9756800045,35.4701463307,27.3251791503,12.501110994,13.5199629089,0,1,1,0
20864,dry chillies,32.1677625236,6.8174300677,109.9788381896,39.6838509536,39.1119871064,23.0557985459,10.6333520602,11.7438748088,0,1,1,0
20865,dry chillies,33.6837432883,6.4694192512,119.4432142556,35.6034751638,38.1747734129,23.0616952539,12.3026293095,10.7657488929,0,1,1,0
20866,dry chillies,31.214728925,6.8522357629,79.5236898694,36.2316330967,36.0761085894,27.4530133971,11.4154039058,10.879774364,0,1,1,0
20867,dry chillies,19.4040629679,6.0707405576,132.3087371848,36.4059528314,36.5918587938,22.2169762249,11.1134938209,12.0230609196,0,1,1,0
20868,dry chillies,23.1358724237,6.0429816749,77.1753336052,39.8829242299,36.5321180674,22.2403195004,11.5018974201,10.6830757216,0,1,1,0
20869,dry chillies,38.5935431979,6.4599527666,104.0072103202,38.189245986,35.9529677283,24.9817126751,11.4062486541,13.7689271033,0,1,1,0
20870,dry chillies,22.0051573498,6.8668533401,92.0278615703,37.8323905415,36.5585327201,22.3034575545,11.3012881892,11.4996625513,0,1,1,0
20871,dry chillies,21.6723801251,6.1086815522,119.0095993372,39.9303211194,35.2936409448,22.7987349163,10.03259843,11.3576129315,0,1,1,0
20872,dry chillies,20.4445922364,6.9712562779,128.1324251226,37.816258796,39.8452717537,23.3721397281,13.0481325261,13.3031028656,0,1,1,0
20873,dry chillies,39.0312375133,6.7757096687,70.3687089977,35.5706995669,39.685199807,25.5410301896,13.8885454493,11.5449702448,0,1,1,0
20874,dry chillies,31.3430787665,6.0170881391,96.3596853512,39.5359811243,39.3277609357,25.746478927,12.7633723153,12.9950411513,0,1,1,0
20875,dry chillies,23.0464946434,6.6636297068,107.2639518297,36.9227122178,35.8874692154,24.606028798,12.4736580875,10.0750033562,0,1,1,0
20876,dry chillies,30.4693622707,6.8731671147,75.2018247563,38.6834426593,38.6680261587,26.3918381116,10.1718490118,12.0671596549,0,1,1,0
20877,dry chillies,34.9431962085,6.2359630131,103.0888540562,39.7057224037,39.8744326523,25.3650280908,11.4724756434,12.7045393791,0,1,1,0
20878,dry chillies,34.4695062916,6.3327549376,133.7931951191,37.5561592953,35.1977480142,26.7023196101,13.5302695811,11.8951798079,0,1,1,0
20879,dry chillies,32.2590702176,6.4049480601,94.0630653388,36.747205613,37.024180574,25.0740284907,13.5305542145,10.5771279119,0,1,1,0
20880,dry chillies,19.3937328202,6.5019730158,143.6155470432,38.6455422509,35.986444958,25.0558707979,11.1687926013,11.252105256,0,1,1,0
20881,dry chillies,18.7594004607,6.148129941,148.1154470804,36.7183443134,36.1871272753,27.8599112496,12.4153385814,13.2170690944,0,1,1,0
20882,dry chillies,21.4690253753,6.0654902627,89.780350086,37.0289341563,35.195859411,23.5036801229,10.4037266099,13.1796210853,0,1,1,0
20883,dry chillies,31.3081444001,6.761546342,87.9049569557,36.2428178321,37.8349031774,22.2214687504,10.4741343928,10.4932832204,0,1,1,0
20884,dry chillies,18.4933045191,6.0204715622,130.5866354482,39.7422504345,36.798599801,23.0660989002,10.0671151013,12.5908700016,0,1,1,0
20885,dry chillies,31.9720185558,6.3448453121,138.1017343342,35.2592439437,37.0550136692,22.201181089,10.6772046602,13.2132121782,0,1,1,0
20886,dry chillies,20.4915986022,6.0005677572,85.9167604612,35.4835981482,38.9850557309,22.9804489264,10.5748350598,11.2365893328,0,1,1,0
20887,dry chillies,24.3285193221,6.0101444905,65.7757446729,38.4458929234,38.6479558709,23.0717029135,10.3369268053,12.5243669591,0,1,1,0
20888,dry chillies,38.1511743087,6.3611835451,97.333549424,37.0100103017,38.2354709544,26.4996078788,12.6281463005,10.4389077578,0,1,1,0
20889,dry chillies,24.9221214324,6.2688129201,149.8348993524,35.5949726642,39.3925183388,23.7140644826,10.9347901691,11.7696154432,0,1,1,0
20890,dry chillies,31.9745653116,6.5778398314,73.9125762842,35.1664655815,39.6696870644,26.7594099764,13.3476483175,10.4875328728,0,1,1,0
20891,dry chillies,24.1250445296,6.2840820161,91.2888539841,37.876831589,37.8716697534,27.9430691484,11.8377528658,11.9730186133,0,1,1,0
20892,dry chillies,24.7983552777,6.3922951735,86.946656748,35.0292856836,36.2221308739,24.1501905749,11.9671188192,12.0752029044,0,1,1,0
20893,dry chillies,35.0655747523,6.3642704922,77.0652809827,36.4087754737,38.0651822256,24.349778789,11.0541460236,11.0391047546,0,1,1,0
20894,dry chillies,29.7990290634,6.7029794947,115.1789890301,36.0148167163,36.1158815206,25.0195837329,13.4544167435,12.6418844425,0,1,1,0
20895,dry chillies,36.7651155851,6.7853254692,114.5751214537,35.537834306,36.1061361851,27.4544822635,10.3197431791,13.6614007118,0,1,1,0
20896,dry chillies,38.9996663644,6.3298975933,124.9369369256,35.2759398908,35.2882225651,24.9787902546,13.9411619964,11.6318001624,0,1,1,0
20897,dry chillies,25.4599454212,6.3952021841,67.9559767088,36.1775915214,38.8834287739,22.9242768234,12.518732784,11.8416660157,0,1,1,0
20898,dry chillies,23.5275997882,6.1315407974,83.1057492029,36.6695386607,36.1229889245,22.7351402721,10.0125768506,12.1869442416,0,1,1,0
20899,dry chillies,21.0793594257,6.0690126426,83.2932527272,38.4459683502,36.9741997132,26.5486679994,10.2036306902,13.7823012542,0,1,1,0
20900,dry chillies,22.0244765653,6.5876648795,71.8083164589,37.2620863979,35.9339682235,24.4268691363,12.5992584552,13.7880596658,0,1,1,0
20901,dry chillies,35.9850816282,6.6332601011,143.1009650869,38.7552015065,36.3780030637,26.5297564872,12.5415236635,10.488393376,0,1,1,0
20902,dry chillies,19.3440147975,6.5393002342,117.4711648274,39.4599045221,36.2156145851,23.0057920829,13.3085986586,13.0923178383,0,1,1,0
20903,dry chillies,33.6453676087,6.809458918,113.0872859456,36.4523051268,39.9556738801,22.0376867123,12.8459616479,10.8269895462,0,1,1,0
20904,dry chillies,33.5916150172,6.330651219,127.9664783872,35.1422939565,35.8751225475,22.4591459327,13.2768873397,11.1659635031,0,1,1,0
20905,dry chillies,21.7674975112,6.6117425684,69.4950857182,37.3000709712,35.0669651705,23.0661402189,12.2679102683,12.3513072651,0,1,1,0
20906,dry chillies,32.9316407629,6.2241920246,94.8195896591,35.7354497272,38.3946477377,25.9399684418,11.4459369644,10.0081394994,0,1,1,0
20907,dry chillies,24.222359753,6.0631271009,98.9430382749,35.8562907712,38.8489682352,27.62749142,12.0348015668,10.0401117341,0,1,1,0
20908,dry chillies,35.5502216458,6.3387118324,128.8473007968,35.2152190453,35.0261568091,22.2940458852,12.6469865668,10.3258347404,0,1,1,0
20909,dry chillies,30.7601491192,6.4984808834,106.2961712602,38.61034891,35.930081813,27.0965734201,12.5046558193,13.603545162,0,1,1,0
20910,dry chillies,24.6239969393,6.798317925,136.6648921068,38.1759291636,35.28401226,23.1897755564,12.7258465715,11.4992899613,0,1,1,0
20911,dry chillies,34.3871105276,6.512649313,83.5077617934,37.4253092934,39.5669262123,26.3271411074,11.4439723277,11.6305943535,0,1,1,0
20912,dry chillies,22.8825689976,6.4221640739,66.699743416,39.2161341387,36.872247711,25.5161846678,13.0824710757,12.9520075118,0,1,1,0
20913,dry chillies,30.9539726492,6.571242322,92.1217215456,35.4687513731,38.5339376297,25.2776677008,10.7860511126,12.4132802951,0,1,1,0
20914,dry chillies,33.8839519752,6.4848538644,72.6099398109,38.3693579272,39.4891867128,25.8919156483,11.837540802,10.4946476073,0,1,1,0
20915,dry chillies,18.7791272192,6.3379065223,73.526849867,35.2297179552,35.7087432017,23.9066463065,10.9641088863,10.4011592444,0,1,1,0
20916,dry chillies,33.7661901788,6.6245057656,88.0801753506,39.2914754493,36.5233132896,24.3736614288,11.4262538591,10.1603226551,0,1,1,0
20917,dry chillies,20.8417765581,6.4525413193,120.17955469,36.0368510851,36.0739807562,27.1229251737,11.2687040169,10.2239694187,0,1,1,0
20918,dry chillies,25.719489113,6.8583186459,122.0385151087,35.9351941297,36.1516312966,26.5670229388,11.1830122392,12.8904809882,0,1,1,0
20919,dry chillies,27.2296519572,6.7112238895,91.9821586318,35.1833578526,39.317576478,26.2488693102,10.4798714784,10.4545368517,0,1,1,0
20920,dry chillies,32.16619464,6.3205212821,142.7176021685,36.1374722632,37.8147347929,26.534751542,10.5441800099,10.0012833942,0,1,1,0
20921,dry chillies,31.7869764762,6.8942744791,148.8786623184,37.6175667937,35.6335002012,25.3600940525,10.4923367237,10.9718937498,0,1,1,0
20922,dry chillies,39.6768203501,6.8854339036,118.7334952055,36.9829978299,35.2190087965,25.2842860329,13.2686153763,10.7731012543,0,1,1,0
20923,dry chillies,38.5818676664,6.4346516292,140.553598897,38.5158659098,36.6035415402,25.3666811408,12.2115219714,10.930026731,0,1,1,0
20924,dry chillies,29.3928026556,6.340365767,109.6115503445,38.8084664827,39.1014550963,26.5839985595,13.1862601626,13.0162445017,0,1,1,0
20925,dry chillies,35.5429411619,6.1604766879,84.3985744602,39.0934460357,37.2975708934,25.8241981238,11.1718012615,11.4298069137,0,1,1,0
20926,dry chillies,27.7943373686,6.0015470516,77.1595892277,39.860070891,37.6808479679,26.9769401756,13.3729595024,13.6694983981,0,1,1,0
20927,dry chillies,35.407539445,6.3544164884,74.3771728728,36.8182844246,37.777223322,23.7427198327,10.5849272397,13.7759025077,0,1,1,0
20928,dry chillies,18.8658187638,6.9180876578,147.1326037464,36.4787521973,38.690146952,23.2198539511,12.1465279684,13.6984168495,0,1,1,0
20929,dry chillies,33.4435864881,6.5552100465,121.843307816,37.6492094655,38.4515953997,25.6905429608,12.7693404571,10.470706374,0,1,1,0
20930,dry chillies,33.2443658985,6.7606361111,108.1959246024,39.195943559,37.0057737348,26.5354765657,12.3579754278,12.1286053175,0,1,1,0
20931,dry chillies,21.1573193543,6.047428496,135.0314050133,38.9462957114,38.9080374498,23.5496426413,13.1491556052,11.2808010626,0,1,1,0
20932,dry chillies,31.6068199621,6.4090426694,91.8449905336,38.252380671,39.1984853264,24.2921776908,13.171426598,10.3846355924,0,1,1,0
20933,dry chillies,18.6215690958,6.8004149519,138.8322237223,35.3215577493,39.7577123331,24.939200775,13.3696213769,12.6845812234,0,1,1,0
20934,dry chillies,35.1516473019,6.4602542182,117.6063478129,37.0560337412,36.0833448404,26.8608077894,13.7135211131,11.9606410713,0,1,1,0
20935,dry chillies,34.5539739438,6.5692355189,114.5468049684,37.0767190018,37.240206226,24.6245127722,12.5348255616,12.8235434678,0,1,1,0
20936,dry chillies,32.7438059374,6.2639961498,131.2075525907,39.3194185063,35.0934976639,25.9524243544,10.5618270634,10.2740233056,0,1,1,0
20937,dry chillies,33.344988101,6.3503906855,82.3249056605,39.5492236654,39.7925548158,26.3831165799,13.6367385077,11.2111684356,0,1,1,0
20938,dry chillies,24.2670289067,6.3235115678,114.9128481624,37.1225162878,36.6759032583,27.0356141201,12.6408075757,12.3258815894,0,1,1,0
20939,dry chillies,32.3499017389,6.5547927852,77.1924300391,39.8635385327,37.3057366722,25.8570541303,12.4704451013,11.7559802204,0,1,1,0
20940,dry chillies,22.614181552,6.4250942115,111.9197644845,35.8939410073,37.6666966112,23.9595486011,13.9457006361,12.72678317,0,1,1,0
20941,dry chillies,27.1469150991,6.5157109092,125.8139951853,37.5535568012,36.9881880656,22.8966557999,11.9349270983,10.371285204,0,1,1,0
20942,dry chillies,28.931822784,6.9763713325,139.5871436784,35.4253831065,39.1526832701,23.45291699,10.1035658177,11.5221877238,0,1,1,0
20943,dry chillies,21.8616640945,6.9212273817,85.368521881,39.391353276,36.334623469,22.2215779604,12.0297702912,11.4392795225,0,1,1,0
20944,dry chillies,37.3228467563,6.8469203532,107.6937307359,35.5395205607,39.2564792642,23.2501469141,12.296289955,10.6156141101,0,1,1,0
20945,dry chillies,35.2295562115,6.9397744398,78.9444342376,36.4122040259,39.2262419124,26.9791999722,11.9442481508,11.7930861364,0,1,1,0
20946,dry chillies,28.2290102062,6.0942382226,66.8436435905,37.3825711414,39.8267463517,25.3197199314,13.5007936986,10.0604206248,0,1,1,0
20947,dry chillies,27.2573178922,6.3230549739,65.974969013,35.5193810483,35.0270401365,24.6908040289,11.2938107206,13.6575114531,0,1,1,0
20948,dry chillies,28.2058649318,6.8224004645,144.5037048933,37.3112857509,35.4877346793,24.2223716786,10.102088143,13.2895505111,0,1,1,0
20949,dry chillies,28.6702164857,6.1669506246,136.0382925673,35.2611120599,35.2961548504,24.6312706022,13.3942525016,12.071202785,0,1,1,0
20950,dry chillies,37.1238352396,6.5570684366,64.2913496383,35.3944462766,39.3019882551,25.5176155687,13.3554920019,10.520696914,0,1,1,0
20951,dry chillies,21.7650305673,6.5441484052,83.612565,37.4498261419,35.4147359646,25.9835139903,11.5758021117,13.0617157233,0,1,1,0
20952,dry chillies,25.2392959294,6.6189807242,110.7711276969,36.9862195333,39.5288972135,23.6648498106,10.4777562835,10.4288601821,0,1,1,0
20953,dry chillies,24.2182146851,6.5981663157,139.8355332512,35.8511122958,39.6021515677,22.2771621726,13.9981497468,11.5179896702,0,1,1,0
20954,dry chillies,34.8383094917,6.6479017355,120.881609984,37.7868834632,35.2057121046,27.9534579695,11.4072617839,12.2233580803,0,1,1,0
20955,dry chillies,32.2898649512,6.7066510555,72.1781891918,36.7692267767,39.4585984306,27.714422547,11.4089096812,11.6151829548,0,1,1,0
20956,dry chillies,23.6433152448,6.1757240642,133.4259221512,39.6262543154,39.0883252853,23.6002335431,12.8584927588,10.3523308116,0,1,1,0
20957,dry chillies,18.0807092789,6.2267078222,111.7950092398,39.604479504,37.4759073651,24.2981950146,10.2304774009,11.4069558013,0,1,1,0
20958,dry chillies,38.6361747859,6.9296374263,140.9633468577,39.7867191886,36.187317367,23.6993080921,10.09751225,10.1859440391,0,1,1,0
20959,dry chillies,19.2402786641,6.4088815157,116.0835630794,38.5582807964,39.4786296988,25.7841241951,10.3488183408,12.7091579128,0,1,1,0
20960,dry chillies,21.6361884326,6.6635872956,111.0762706065,37.5149127965,38.6909272305,22.8979218332,11.3088864728,12.5209066429,0,1,1,0
20961,dry chillies,23.8331782381,6.9270184812,104.2553722841,38.6404840892,37.4423627065,24.7794534012,11.2191993859,10.0247685854,0,1,1,0
20962,dry chillies,26.4510926268,6.5078226698,90.1639219337,36.9256188944,37.3458886362,22.6667640844,11.4874077879,12.3897065997,0,1,1,0
20963,dry chillies,23.1287200231,6.468568961,135.8180510073,39.3706584219,39.1599830062,25.8657320073,13.2374325969,10.796648243,0,1,1,0
20964,dry chillies,37.4035151502,6.7680609757,117.3472504893,38.2569349069,37.182201923,25.7269509284,10.7791048999,12.8673136447,0,1,1,0
20965,dry chillies,20.9276082128,6.5286583869,124.0858282935,39.2610579199,39.5564601888,27.7197129836,13.2261843554,13.1053801254,0,1,1,0
20966,dry chillies,31.4626183762,6.0424558189,135.2284926056,39.8871912187,35.785679912,22.9659543806,13.2593421631,13.117698074,0,1,1,0
20967,dry chillies,21.3941457345,6.2825083388,98.4912369009,39.6983638901,38.0893502829,26.4793257936,10.0417138287,10.3662495241,0,1,1,0
20968,dry chillies,33.3066152626,6.0696938429,144.5013096245,36.3920231862,35.0587645244,25.6881583736,11.8202306316,13.8701704078,0,1,1,0
20969,dry chillies,35.1915147118,6.391874185,87.2983395545,37.5066238588,37.5923466343,25.4267145756,12.9843615062,11.6750620596,0,1,1,0
20970,dry chillies,30.7280639067,6.1199034185,120.2513586015,35.1335912309,38.3123034126,25.2124836436,10.5963799175,12.5623585483,0,1,1,0
20971,dry chillies,38.5567347112,6.0868618582,98.8432878233,35.6318030714,38.8079800128,25.6099750082,11.8747471548,12.6649360825,0,1,1,0
20972,dry chillies,28.4976039398,6.9945357266,95.8601691683,35.519895962,37.865695024,22.1240140547,11.9006304095,12.8273884813,0,1,1,0
20973,dry chillies,36.4955608163,6.5717559873,98.4974612909,38.8832112181,38.7607797477,26.4865872421,10.7973204634,10.6944297038,0,1,1,0
20974,dry chillies,21.67418323,6.8994369181,88.3001466045,36.1541477827,37.8735048269,27.6153690177,12.3026677752,10.0689878443,0,1,1,0
20975,dry chillies,35.8204809768,6.3039991216,110.2216515521,37.4799016797,38.4368117373,27.3828908981,11.6877018415,10.1156144437,0,1,1,0
20976,dry chillies,32.2642126195,6.3191653043,110.1382108269,37.1710420701,39.256604912,24.0640151398,10.4218778956,10.4182963022,0,1,1,0
20977,dry chillies,28.9528455209,6.6941497356,69.3171646831,35.5732940286,37.6489698787,23.7694118078,12.816120917,10.5805356495,0,1,1,0
20978,dry chillies,35.8304559409,6.4817664455,118.8099767305,37.9638738761,37.7472285436,24.4073418362,11.0769599396,12.6627948122,0,1,1,0
20979,dry chillies,28.514187744,6.487534273,123.8279544858,36.0681927472,35.5693561514,25.0276508226,12.0227661904,12.3952557841,0,1,1,0
