field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14
8206,barley,12.2182585305,6.9870986698,103.9763607497,13.9055607502,31.3778292187,26.0071961729,13.9408880422,6.4357756559,0,1,1,1
8207,barley,16.4039951119,6.2725733113,107.3270317184,13.7351299834,30.2263056916,26.9574165018,12.9441581502,5.2612420901,0,1,1,1
8208,barley,13.2688145658,7.8810723718,103.7677335992,12.8714831143,30.6680636238,24.4132457465,11.1789898075,5.4756339089,0,1,1,1
8209,barley,23.3207919662,6.8474523838,90.5145964912,12.0165675871,31.6142498444,24.7713194937,13.3051077826,7.8203654003,0,1,1,1
8210,barley,17.6269357478,6.8185501776,86.2584516427,13.3072337341,30.8252303341,25.3683348345,11.0298058839,7.120087034,0,1,1,1
8211,barley,23.644779508,6.1310834602,89.3887111214,15.3144605747,31.3328773069,26.6592111751,13.8982918979,4.3889291373,0,1,1,1
8212,barley,19.24563942,7.6438325527,85.8412592434,13.8715224107,30.569410083,26.4119281676,11.1507900949,7.0539340256,0,1,1,1
8213,barley,20.9048844194,6.7968347282,95.9739690907,13.6278145194,31.0592509494,24.637878146,13.1485180484,6.2725646548,0,1,1,1
8214,barley,14.1287964585,7.9981964039,81.4102604123,15.2119511661,31.5427326715,25.3128236238,13.1641263398,7.0786275293,0,1,1,1
8215,barley,24.9421249633,8.0720842652,103.5059656409,12.3300011366,31.764350672,24.5354498743,12.011646405,7.1271712489,0,1,1,1
8216,barley,15.1053863215,7.2888841709,98.9209784082,12.232653551,31.6741430829,26.32303251,13.231432969,5.2566274125,0,1,1,1
8217,barley,18.5370504405,7.2811229309,106.6550329271,12.9323464943,30.9146400279,24.1140676447,13.656298678,7.0506588755,0,1,1,1
8218,barley,15.3023018629,7.4818125529,108.9427488232,14.3208334052,30.73263021,24.5126259575,13.840744744,6.651256953,0,1,1,1
8219,barley,19.9803168354,7.7857458339,108.154434063,14.9708069895,30.1917150667,23.6302973803,11.141433418,5.3581048132,0,1,1,1
8220,barley,14.9343992975,7.5880309356,106.5295643562,14.5165115083,30.4873706404,25.5796279954,13.9037860714,4.5351874415,0,1,1,1
8221,barley,24.5115575061,6.1599795137,82.2372902798,14.547515084,31.641834231,23.16487075,10.3002185537,7.2442470147,0,1,1,1
8222,barley,12.3689416205,7.3652057363,80.5845189147,13.9914910838,30.0651129021,23.3089363125,11.079565228,6.4163478814,0,1,1,1
8223,barley,15.023444271,6.1076059187,90.211653172,15.9797473524,31.7528199845,25.9617719853,10.5041631342,7.5219609626,0,1,1,1
8224,barley,14.2675058632,7.2745201435,84.5046829169,13.3338906301,31.4462197987,25.7150625829,12.9217012772,6.0577707873,0,1,1,1
8225,barley,14.5901303945,6.5564502193,88.6840282106,12.3856959382,31.1453936091,26.866057129,12.760664067,4.7342333975,0,1,1,1
8226,barley,24.9350908733,8.46127241,109.4376965493,15.276177984,31.3988575863,26.3930889391,12.4746442312,4.8328608335,0,1,1,1
8227,barley,14.6464286525,8.1218827523,91.1747440007,12.8804489865,30.5826144642,24.9364475714,12.032678736,6.4950552093,0,1,1,1
8228,barley,18.8590829367,6.0793016769,97.7276783639,15.5720918565,30.2956459766,26.2740113688,10.5095042112,7.3789383224,0,1,1,1
8229,barley,15.0783435745,6.2967776234,107.1721058565,15.6302899966,31.1838673582,24.9536028647,10.263135286,5.9918337589,0,1,1,1
8230,barley,20.6735315264,6.8488085046,92.6329845152,12.3065292716,31.7175833194,25.3242180212,11.7240723154,6.5394809505,0,1,1,1
8231,barley,19.4718425267,6.5503681549,91.6479510894,12.466809818,31.0795640121,24.3540750439,10.0064964419,6.277459735,0,1,1,1
8232,barley,14.8124833882,7.960143798,87.5800122163,12.6387022816,31.3327343022,24.4136703386,12.8007851726,4.3391984873,0,1,1,1
8233,barley,19.9321049638,8.0384525294,88.5588098232,14.9665109836,30.4672688059,23.2205204746,11.165009764,5.5420325308,0,1,1,1
8234,barley,18.1151371652,7.0651851162,104.3506362417,13.2336962423,30.7176108257,25.0602083521,11.867966518,7.6847341387,0,1,1,1
8235,barley,17.9889396414,7.7324301591,86.7137157357,13.4491109742,30.2905759229,23.0236270399,13.2961675039,5.3771483678,0,1,1,1
8236,barley,16.3738288746,6.5066208693,103.0627042222,15.1931845171,30.3164810492,26.7957671372,11.9459274216,5.1960813201,0,1,1,1
8237,barley,21.2952757317,7.7689684331,94.1538743121,13.9899541568,31.9007710967,26.3984804335,12.5830078138,4.7317530575,0,1,1,1
8238,barley,15.9444076191,6.0730286688,80.2796846903,12.6097420052,30.4499222611,23.2240285,10.2644809986,7.4076405181,0,1,1,1
8239,barley,20.6984688369,7.6969610497,84.4305582867,13.4143598444,31.2641446405,23.3723149154,12.1779028897,4.4785515992,0,1,1,1
8240,barley,16.8638359976,7.1172262962,82.7692223035,12.3284527787,31.4336273631,26.2255538328,10.7863132009,6.2983859958,0,1,1,1
8241,barley,14.1765810225,7.8797324707,84.003853915,14.301389815,31.2463512559,25.1467227414,10.0786130857,6.7525293259,0,1,1,1
8242,barley,16.3391427674,6.6782539244,87.235122394,14.701731336,31.5610983732,23.141760741,10.0463574329,7.7415181718,0,1,1,1
8243,barley,22.3834818412,6.8946574274,91.316057239,13.4489058574,30.3418205109,26.5589076425,10.1362577127,4.4264834815,0,1,1,1
8244,barley,23.2098217101,7.9063320984,90.7781964716,14.3619454876,31.2395623916,26.2366822184,12.7131547678,5.6843944376,0,1,1,1
8245,barley,20.268551561,7.4418037413,107.8107057972,15.83099466,31.7682042921,24.3707652516,11.4154338354,5.4685490556,0,1,1,1
8246,barley,16.1129608536,7.7276009531,84.4220385355,15.8894889739,30.1604564532,24.8041712861,12.6241290843,4.2327777424,0,1,1,1
8247,barley,21.3387116726,6.229472549,88.3794991582,15.6297797249,31.83444442,23.6755803415,12.4639002298,5.2986393263,0,1,1,1
8248,barley,21.9398625287,7.9372716562,102.598267515,13.4541402525,31.089989535,23.3963388315,10.1959443912,4.2613220186,0,1,1,1
8249,barley,24.6453579325,7.8608064947,96.1398707147,13.8237762687,30.1272997072,24.8646773974,12.9181769596,5.267367885,0,1,1,1
8250,barley,22.9807898818,6.1929783468,95.0845801292,13.3616254582,31.2717130463,24.0034519779,10.6210071814,7.272675513,0,1,1,1
8251,barley,21.8801893746,7.7822741615,89.226133565,13.6704806137,31.273123017,25.4857236501,12.5401802218,6.7620222697,0,1,1,1
8252,barley,17.5022446716,8.3775551427,100.7591497482,12.6637345796,31.0471062433,25.1039319869,13.0740425583,4.4841966603,0,1,1,1
8253,barley,20.1190220793,6.1010997915,88.8920417535,15.3140150778,30.8774813828,24.2904767422,11.2829936777,6.598290524,0,1,1,1
8254,barley,22.9938265863,8.2391300663,103.1956289547,14.5184757492,30.9167871286,25.9811362019,11.1669366663,4.1730768131,0,1,1,1
8255,barley,13.7156421571,6.8711118129,87.9603853043,12.2238739343,31.5949061404,23.7696949474,13.6464282456,4.5766043614,0,1,1,1
8256,barley,22.4045958754,8.122661547,93.6526769951,14.4265827053,31.0408810147,23.7439273223,10.6335135314,4.5316775911,0,1,1,1
8257,barley,18.2194266112,7.5357489289,89.0584308627,14.5491576814,31.6830021954,24.3643278156,11.0186833133,5.8904144441,0,1,1,1
8258,barley,19.5761423552,6.9585403792,107.1612733857,14.7570404633,30.4241323451,23.028961596,11.5974698809,6.0015687032,0,1,1,1
8259,barley,16.1019804042,6.3232904402,81.8537723719,12.1345717699,30.6800546243,25.4805556521,12.0572511366,4.7329423798,0,1,1,1
8260,barley,18.9099982527,7.1459113761,91.4214514995,12.9515227949,30.2740910598,26.2951461917,10.1689022731,4.4956525634,0,1,1,1
8261,barley,14.4963527908,7.9573908711,85.9003204538,15.5512432527,30.4515592637,25.4209668853,13.1109470602,5.2401513033,0,1,1,1
8262,barley,13.661742014,6.8772410376,108.4471294364,12.3132119558,30.0063375781,23.1878561953,13.3301140951,6.8317023107,0,1,1,1
8263,barley,22.957135629,8.1906812799,107.2271102623,14.1029049383,30.3599279398,26.1183332171,10.1969852033,5.9148807859,0,1,1,1
8264,barley,13.0039221279,7.2708707247,85.7223249794,15.6297052433,31.9182498857,24.7725290743,11.0060740711,4.3694180007,0,1,1,1
8265,barley,22.5771952658,6.2214582966,106.6413791567,14.5320046044,30.3176520538,25.9354898847,11.3552229713,4.9744432658,0,1,1,1
8266,barley,13.4891643751,7.4484921226,103.6871437574,15.3478750718,31.4184985897,26.7644189475,13.4588111606,7.9170561077,0,1,1,1
8267,barley,19.7812737368,6.1018667509,96.1107594206,14.8871598296,31.4811851684,23.6428060561,11.9636109534,6.0937385895,0,1,1,1
8268,barley,22.5525819092,6.1602697369,98.5793796619,12.1055790637,31.7054374539,23.2738655148,11.895964695,4.3107041127,0,1,1,1
8269,barley,18.7584855118,8.4531770834,106.4962922486,13.6690858035,31.8651960616,23.874134846,11.1137519542,7.8903632666,0,1,1,1
8270,barley,16.5430769008,6.8351839786,82.4549764989,14.3119376691,30.9539257361,23.056671561,12.925380629,7.5553557629,0,1,1,1
8271,barley,18.7979842891,8.0475203272,87.2102872755,14.4310465613,31.5324747202,24.3571124601,13.06818359,4.4354132246,0,1,1,1
8272,barley,22.8671976366,7.6006096372,95.5620140461,15.9343985751,30.4910196961,25.7825955784,10.9888942156,5.5173730615,0,1,1,1
8273,barley,16.6876111409,8.2664410555,83.8217949955,12.6024665059,30.6885805229,23.6186050678,13.5975201136,4.1451667479,0,1,1,1
8274,barley,22.8128777663,7.9416145581,87.2343471006,14.6126511489,30.0492575588,26.1243426194,12.6231377003,7.049656975,0,1,1,1
8275,barley,13.3509276232,8.4572537327,108.0844280052,14.1473378412,30.3329710003,25.9372494737,11.2266090898,7.2334085244,0,1,1,1
8276,barley,17.2318605287,8.1099454667,109.7382658043,13.4224216371,30.9890258568,25.8123324253,12.8908167145,5.2832998567,0,1,1,1
8277,barley,19.8258281109,8.1694586301,85.5259969011,13.1508412864,31.3898920127,23.703930857,10.0235669516,4.835938651,0,1,1,1
8278,barley,23.5415133136,6.5917355428,107.2935076166,14.8777066348,31.1757077868,24.1999489738,10.0513058578,4.4783797871,0,1,1,1
8279,barley,18.5802084796,7.8877440772,97.9944788222,14.280881202,30.2716595845,26.7300439177,12.9838932603,6.8904666752,0,1,1,1
8280,barley,12.7754076616,7.2371196092,108.3834649058,15.2873129789,31.8583735283,24.7629557357,10.9712083307,4.5596803316,0,1,1,1
8281,barley,21.0158444128,8.2735856345,108.9208711481,13.833658651,30.1842747967,25.716797118,13.0577356943,6.7821066759,0,1,1,1
8282,barley,17.1220504671,6.9609144103,81.6987441162,14.743174632,30.6789697047,24.349966271,10.6566995308,6.998039569,0,1,1,1
8283,barley,12.675594645,6.8554065139,89.3805813252,12.7451740604,30.7659666357,24.4100397171,13.4743697726,6.94185988,0,1,1,1
8284,barley,19.2370803917,8.3465082001,106.761250152,12.266418092,30.0081485141,26.7059277334,13.0775647545,7.2653143096,0,1,1,1
8285,barley,22.3136983205,6.9607897625,96.100113212,14.0062324941,30.477451197,25.4217116346,12.6345478802,5.407912328,0,1,1,1
8286,barley,24.6024425418,7.8204552602,83.7102935077,13.6085049985,31.4393632845,23.5260127031,13.8160391559,6.8460014319,0,1,1,1
8287,barley,17.0383709636,7.6790331334,101.1518770615,14.1261940382,30.4252794421,23.4307730009,12.385668984,6.551773219,0,1,1,1
8288,barley,15.6351512851,7.5601140416,92.61683297,14.5832172592,31.3285271694,26.4242229493,13.7863120915,7.2457925964,0,1,1,1
8289,barley,12.4814451725,7.9826253518,107.4487459047,15.9282021722,31.3153682533,23.8922458252,10.283382029,4.6782136095,0,1,1,1
8290,barley,12.1076559984,7.6273055525,81.9151242069,12.1469257944,30.0790736854,24.3159325153,11.669666381,6.7366015318,0,1,1,1
8291,barley,23.8903645139,8.4298728999,95.7639144002,12.5708306979,31.6922772985,26.3092678376,11.1994576306,5.9404125705,0,1,1,1
8292,barley,24.2995241067,6.5916530048,98.4008253368,14.9276354396,31.779315748,23.5987277215,13.2534180468,7.1012225817,0,1,1,1
8293,barley,22.5320852332,8.1564417969,106.4017526249,14.6527262614,30.0192428143,23.3124042463,12.138421882,4.1119681589,0,1,1,1
8294,barley,16.7389069245,7.8836855715,85.6451059669,12.0569574064,30.5301995272,26.6955067103,13.7637580239,7.8316025652,0,1,1,1
8295,barley,15.7006198972,6.9397871947,89.4435965676,14.1843437392,30.2424345756,23.7232330171,13.9208279027,7.3760120323,0,1,1,1
8296,barley,17.624581659,6.551562112,102.1987743374,12.0383508636,31.3598113667,25.3324565419,11.0032046252,5.1243043141,0,1,1,1
8297,barley,21.1642590497,6.2969345673,95.938906142,13.9103374318,30.2197588759,24.9006133736,12.0081291595,5.7514182502,0,1,1,1
8298,barley,14.4513447093,8.0660462049,98.2286265693,15.8681667224,31.493317017,24.8800830016,11.0570294628,6.1162558201,0,1,1,1
8299,barley,17.1683777434,7.9312839575,85.0573946726,15.7635043987,30.6690443932,23.4107966488,13.1810602455,5.6770414465,0,1,1,1
8300,barley,20.7860989597,6.5319213971,101.4089755391,12.1059434225,30.8762056569,26.5240064576,11.0499267627,4.8605990065,0,1,1,1
8301,barley,17.2024744928,6.5963022952,81.695987536,15.8739114922,30.3567925129,25.7796782672,12.7652139164,4.9391930679,0,1,1,1
8302,barley,15.9176129447,8.4754775845,93.3392928134,14.9336773906,31.5965858148,26.3140769133,13.151200851,6.0054001759,0,1,1,1
8303,barley,22.8683088008,6.6621257398,81.9777351494,14.9019922753,30.7632779309,24.3782711121,10.2417749802,7.505586677,0,1,1,1
8304,barley,16.5032930966,7.6143524936,102.6322144407,15.2482481528,30.5269646043,23.0057764626,10.9406051138,4.618816078,0,1,1,1
8305,barley,19.9560216255,6.1074656119,95.5839894276,14.3656663896,30.7202406175,25.6530329923,11.6353935835,5.6869548402,0,1,1,1
8306,barley,24.150832381,7.2460392097,98.650870965,12.269179567,30.3727915016,24.931524991,11.5661981256,7.8542781796,0,1,1,1
8307,barley,14.8722240423,8.0479558051,102.0335497651,15.6973857247,31.5106945925,25.3741622176,11.1016310409,7.5441903073,0,1,1,1
8308,barley,14.3925507859,6.3854809626,104.1494091912,12.6706518559,31.464144074,23.1832765655,13.3908170168,6.5026944405,0,1,1,1
8309,barley,15.5238273277,7.0107614175,92.6584601217,13.8360650118,31.8602274819,25.9151659682,12.9454136178,4.4583452673,0,1,1,1
8310,barley,21.4268577938,6.8527427304,87.2094143419,13.7934384334,30.0769423744,24.0579779109,11.8229278273,5.29153941,0,1,1,1
8311,barley,24.2196959818,6.4916971893,107.8190947604,13.9151510972,30.399191566,25.4856103796,11.7111536323,7.7556549534,0,1,1,1
8312,barley,14.6379026851,7.3665852809,86.4714722896,15.8811163258,31.1940402367,25.2645567279,10.4535734703,5.5031713788,0,1,1,1
8313,barley,23.6233267662,6.0452985501,94.5945554287,12.3830070876,30.4673553658,24.1210648003,12.0884614099,7.5900060484,0,1,1,1
8314,barley,16.4696645101,6.3652129502,98.7147837005,14.8737403536,30.6790542513,24.8379061186,11.7998533794,6.2928715365,0,1,1,1
8315,barley,22.117186142,6.0321285395,82.6319511348,14.5455127618,30.0302284081,23.3761625373,13.6884507096,7.4719899013,0,1,1,1
8316,barley,23.0168977306,6.8611148361,105.4142532959,13.6616028557,31.6035739065,24.1687315288,13.8097878019,7.9307412416,0,1,1,1
8317,barley,12.2364379817,6.5686547467,102.5769659798,14.4299295163,30.128826545,24.2421392093,10.6449508732,6.1679453417,0,1,1,1
8318,barley,15.7020829758,6.1110811361,108.5040156334,14.4699170476,30.5789920429,23.8807998477,11.7573439818,5.9830305762,0,1,1,1
8319,barley,18.5250019222,6.1985602088,103.5150260073,12.9102776249,30.282657882,25.8086473643,11.030514008,5.7394325753,0,1,1,1
8320,barley,19.6746277384,7.810264747,88.9768085376,15.0270064582,31.8613151955,26.2236080352,12.4344272198,5.7525488802,0,1,1,1
8321,barley,15.2313458929,7.9424369499,106.0355407233,12.0107400798,31.5231590207,23.3282001017,12.6708830931,6.847069817,0,1,1,1
8322,barley,19.1417159948,6.0975151895,85.619153625,13.3309055002,30.5923599685,24.3886963322,10.3124772939,6.9506129229,0,1,1,1
8323,barley,23.3846673198,8.4054114593,90.9352986601,15.1586445879,30.4198864409,26.4808176646,11.3532294272,4.3952401746,0,1,1,1
8324,barley,17.016913577,8.1856883935,97.0642270933,12.5272758479,30.5457060524,24.3073681557,10.9457815653,5.7197598044,0,1,1,1
8325,barley,23.5289237141,6.9872445557,104.7014793287,15.2742386996,30.9938005611,25.3313388164,13.8415625471,4.1352757099,0,1,1,1
8326,barley,23.0535524972,7.0396844957,87.2956331653,12.6891769803,30.077231014,25.0422876875,11.894572891,5.7817675716,0,1,1,1
8327,barley,16.7126774595,7.7003611589,92.870904216,12.6211812804,30.5212166978,26.4176593101,10.143468826,4.2704829848,0,1,1,1
8328,barley,20.0055620484,6.8883843931,94.612902661,13.6576203584,30.3123384211,23.1359303191,12.3308613817,5.2856636671,0,1,1,1
8329,barley,21.1659863999,6.435017584,95.0628078306,13.1659333627,31.5732580538,26.0500991591,12.4595224566,6.2376472662,0,1,1,1
8330,barley,24.4323596261,6.0111825678,100.9464529497,13.0347567904,31.7388402809,24.1586698596,13.1129529671,6.2754690511,0,1,1,1
8331,barley,15.4588242509,6.9352248775,98.5758733123,13.3200098795,30.3738673789,23.1136043303,12.9907914721,5.7648634945,0,1,1,1
8332,barley,18.5871099288,7.925189871,85.8310372781,12.880552828,31.6629536143,25.9953357101,11.5834422983,5.2197829991,0,1,1,1
8333,barley,23.1676931959,8.0556836395,95.9975629479,15.7326390253,31.1554093101,25.466259329,12.2329150157,4.8482328506,0,1,1,1
8334,barley,15.636806948,7.2485659665,96.9533585245,15.5268599588,30.261612986,25.4834121855,12.5164361734,7.7549219112,0,1,1,1
8335,barley,15.0837568039,6.2181829369,108.9258232473,15.1802084134,31.5801892339,24.0054145985,11.6573123895,4.9280151534,0,1,1,1
8336,barley,15.9923901458,7.2640991475,83.3774402027,15.0832014118,30.3903353489,25.8817491621,10.9337985135,6.8332828546,0,1,1,1
8337,barley,16.8875410055,6.3305590737,90.099928371,12.2219806216,30.0432989149,24.9379289527,10.9909604564,6.7665573813,0,1,1,1
8338,barley,22.8841716354,7.1206339517,93.8539463699,15.0061946586,30.170829949,26.9805023482,11.8087372729,5.4614270491,0,1,1,1
8339,barley,17.4237912645,7.9209442265,97.9774559763,12.7750469794,30.1854876017,26.2594667374,10.8613404026,5.1671869546,0,1,1,1
8340,barley,15.2523976202,6.2437930409,89.1470134539,13.6705555756,30.3858174659,25.3180965977,11.7838212827,4.4386896901,0,1,1,1
8341,barley,14.5633138312,7.5061858096,93.5606184006,14.3213055212,30.5003970867,25.4929655646,11.4939726396,4.6114089992,0,1,1,1
8342,barley,21.8059680571,8.4355765448,84.6723141077,14.064661925,31.3402382769,25.5783041411,11.4936537778,5.9072717863,0,1,1,1
8343,barley,15.7044204896,8.0586018177,101.7942165395,15.9347681328,30.1754735696,24.3701579094,12.1798226975,5.3022534091,0,1,1,1
8344,barley,15.4151421594,7.5545592302,95.9597696368,13.0930518752,31.8280473731,23.0101611841,11.3238518655,5.8729591022,0,1,1,1
8345,barley,22.6741885851,6.3501954865,82.7952942534,12.7629975015,30.2956419128,26.5913587177,10.9088111696,4.6206289316,0,1,1,1
8346,barley,23.0866505408,6.3498317633,100.9223802102,14.166174301,30.0925052013,24.9391226375,12.9488215759,4.0866049234,0,1,1,1
8347,barley,24.2610477277,6.8278885898,82.9851400179,14.2939377275,30.7059254656,23.0624899298,11.2437137172,6.0744771934,0,1,1,1
8348,barley,16.8727022578,6.6662695018,87.7837627301,13.1487719754,31.8456552985,23.6746914644,11.8825221881,6.7561404705,0,1,1,1
8349,barley,13.8534868041,7.5946822834,88.6703012439,13.8833879296,30.501222235,23.8874609716,10.6598974131,6.0018041101,0,1,1,1
8350,barley,18.0966635866,6.5961587732,102.6321348408,15.1948067655,31.649343744,25.0328073944,13.0604715352,5.0843796905,0,1,1,1
8351,barley,12.2696554964,8.3915752023,86.2482983843,13.2099321704,30.6866763818,26.410980319,11.2489963887,7.7886320595,0,1,1,1
8352,barley,18.4811176309,7.7312076921,96.9383207409,13.191067281,31.2379918652,25.328953009,10.8592532758,5.3392417844,0,1,1,1
8353,barley,18.4968179934,7.6796712457,92.2124005677,12.8456843084,31.5597315068,25.2082095776,11.584873398,4.9362065987,0,1,1,1
8354,barley,24.3627166181,8.4584641417,93.3260349766,12.3619675199,31.7848306392,26.7434972792,11.5534832069,5.8199334708,0,1,1,1
8355,barley,22.7384190263,6.4837559999,85.6613747983,14.1399043008,31.8627132069,23.8186172321,12.8913339876,7.1384031732,0,1,1,1
8356,barley,15.4076912407,8.1581182549,94.8162264104,14.6051998273,30.9725070758,24.8661913353,11.7957629641,6.9889984975,0,1,1,1
8357,barley,14.1689651567,7.407878411,89.6416075478,15.9921368211,31.4507085721,26.5621462149,10.8849021185,5.4085008239,0,1,1,1
8358,barley,15.2420499106,6.6351298568,90.9963947342,12.2320120839,30.4443495293,23.3602196599,12.8787011379,5.8372407014,0,1,1,1
8359,barley,14.5772225458,7.9288778812,106.7731915362,14.0189691136,30.0993354018,26.2627349528,12.5712127115,6.4051874124,0,1,1,1
8360,barley,13.6883238628,7.3733715792,93.7590146184,15.0517656414,31.4692544152,24.606955382,12.2726581406,7.4792951001,0,1,1,1
8361,barley,14.1124455722,7.2332389282,90.262181007,13.3503265945,31.0043443648,24.5967122628,10.3403915471,4.4153134001,0,1,1,1
8362,barley,19.5886587708,6.6315848932,99.5329765423,13.7469427517,31.7199160742,23.080682183,11.2947719198,7.6604363853,0,1,1,1
8363,barley,12.2449210977,7.377652177,89.1874579835,13.1432776032,30.1165936143,24.9589733367,11.7095946246,5.0705042546,0,1,1,1
8364,barley,22.2697257752,7.7921180066,84.122606847,13.1026374109,30.6857813018,25.9402598156,11.2282354982,6.6059185892,0,1,1,1
8365,barley,15.2093009512,8.1009485103,84.420638392,15.9366709087,30.704491933,26.54337397,11.2000573409,5.9527717412,0,1,1,1
8366,barley,24.7399820299,8.1010288034,82.9035529005,13.2004837089,30.066946397,24.9151944716,10.2602142029,5.0095105792,0,1,1,1
8367,barley,23.045442553,7.3214634938,81.082670172,14.1283295313,30.9399854604,23.528508988,13.3421952351,5.8136734924,0,1,1,1
8368,barley,21.2629069093,6.3776753946,89.8923732298,12.7932897688,31.6595474679,26.2142432382,13.7256534102,4.6171402517,0,1,1,1
8369,barley,23.86342861,6.8082795409,109.4475161758,12.6708489553,30.3716546822,23.5912131559,11.6593193394,6.6998495783,0,1,1,1
8370,barley,18.359042398,6.0675477806,106.7713905473,13.6234554346,31.3984532507,23.7330521834,10.6020714529,7.1067727952,0,1,1,1
8371,barley,13.0225460385,7.3084999164,93.3689480894,12.0692412321,31.0021845249,23.5707334213,11.0433245596,6.272880954,0,1,1,1
8372,barley,16.1799436034,7.4783396024,91.5858211791,12.7148280826,30.3161438916,23.9619057217,10.1117967149,4.786070505,0,1,1,1
8373,barley,13.6436499393,6.9316287082,90.4355787658,14.5635731536,30.8238950498,23.6286386254,11.8828301286,7.7373055592,0,1,1,1
8374,barley,14.9243487075,6.6616239194,81.8377799047,12.9357702407,31.1773034438,24.4798831946,12.1531761584,6.2984846731,0,1,1,1
8375,barley,20.40049338,7.2011662693,108.4847760128,13.8513181899,31.1127350432,23.1483391039,12.4713130809,5.4967020915,0,1,1,1
8376,barley,12.3335227443,6.96238468,87.8062959911,12.6164818235,30.3442553756,23.6101633043,12.1667281195,7.2885623929,0,1,1,1
8377,barley,12.3411368139,6.6369267055,81.8206000848,15.9907653327,30.2532205208,26.3788286326,10.3693882875,4.953276919,0,1,1,1
8378,barley,24.8841663784,8.3470310679,84.6287980972,12.2990727517,30.8326999927,23.0750956036,11.1151764058,5.2474181393,0,1,1,1
8379,barley,14.9689761988,6.4781844354,105.3318864971,15.6108620045,31.4524041263,26.4213711195,10.7717092233,6.8172364246,0,1,1,1
8380,barley,14.3295256768,7.0011679063,95.108236126,13.2650754049,30.5620057126,24.8036147796,11.0145367934,6.8010661,0,1,1,1
8381,barley,19.7871054622,7.0697654561,100.5063524165,13.5203514508,30.6227743098,24.0002832291,12.657422946,6.3838065678,0,1,1,1
8382,barley,22.1163378337,8.2087201868,89.7363411939,15.0832965606,30.4657284288,23.5908089034,12.3552485104,4.9008308385,0,1,1,1
8383,barley,23.2277524107,6.7947332118,95.0865055334,13.5577459887,30.9145588639,26.615193691,11.1777373608,5.0805851052,0,1,1,1
8384,barley,16.7101443851,7.380970916,88.4147102262,14.2278091849,31.6587607071,26.2243829766,13.7142980818,5.4028253201,0,1,1,1
8385,barley,13.1933716464,6.1246562461,84.8321769726,13.0999066176,30.9320614281,23.4743943313,10.8574124126,6.0928666416,0,1,1,1
8386,barley,20.9712545416,6.8214658893,107.300642771,12.8871612503,31.1369108699,24.9821442852,11.7946197082,5.5935502735,0,1,1,1
8387,barley,23.7161962341,6.6177582672,80.0615793359,15.7920898793,31.3292736225,25.9900424399,12.4512304504,6.2944368224,0,1,1,1
8388,barley,12.9128406885,8.4248183618,86.7359023129,15.8121217769,30.5046116209,23.6274397764,13.3649513782,7.6225442211,0,1,1,1
8389,barley,18.2181121381,7.1309291732,92.256192255,12.6106508377,30.4924251672,23.6632075155,13.4396524738,5.6370237226,0,1,1,1
8390,barley,23.380499402,6.9492291405,104.2904417805,15.1050701102,30.1088974407,25.064679614,10.8762830378,5.3071123824,0,1,1,1
8391,barley,19.6063311837,7.5798143317,109.7130349424,12.3172744253,31.8385760607,26.1668805862,11.0204640566,4.6531206605,0,1,1,1
8392,barley,17.9768627521,6.0300656444,98.0814363364,12.3807521268,30.8004521804,24.9771471474,11.3833353253,6.5782322879,0,1,1,1
8393,barley,22.7884632935,8.3450518521,85.6013647366,13.0946643371,31.1425947132,25.9529594791,10.3764225619,7.362657582,0,1,1,1
8394,barley,24.840669699,7.9532053459,86.4443323385,13.8065589547,30.5463192911,23.8925240738,13.3139403042,6.5438790993,0,1,1,1
8395,barley,12.0489463303,6.8362328177,91.263567783,14.3967806411,30.8933624366,24.5872984423,11.6136356482,7.2637198528,0,1,1,1
8396,barley,13.7754556636,6.6821260737,90.5776227044,14.9274399776,31.2219820623,25.843171288,10.3530515608,6.0184337496,0,1,1,1
8397,barley,16.7287711479,8.3975188361,101.4315636132,12.1742966275,30.605778983,25.3252367864,13.0359879022,6.5901871682,0,1,1,1
8398,barley,14.5344448577,6.8353374982,80.4946729659,12.8315440586,30.3899497313,23.4336784444,13.5526519102,5.5405031933,0,1,1,1
8399,barley,19.6986881731,8.177698975,84.7471636154,15.5730095565,31.8082745386,24.0005246633,10.853328244,7.0066070875,0,1,1,1
8400,barley,23.8294249169,6.5122309614,98.0800773511,12.1746281509,31.6643378263,26.6407825961,13.906746132,5.3851507531,0,1,1,1
8401,barley,17.1871815831,7.1920676179,97.0250661592,15.6950871281,30.5771925382,24.9339148219,10.1758332653,4.7730995904,0,1,1,1
8402,barley,13.5287840325,6.8827731963,93.0706798379,13.6988813694,30.6251800519,24.5923618337,12.9133102273,5.0379428497,0,1,1,1
8403,barley,19.2961025573,7.3748504555,103.6466293153,15.5130259527,31.5149026154,26.3321929526,10.7710349891,6.4453991463,0,1,1,1
8404,barley,22.7059062613,6.2323878954,88.10641333,12.0638982641,30.2745271287,25.2968793358,13.9952925454,5.002270287,0,1,1,1
8405,barley,16.0069825311,6.5684337972,104.1500272121,12.9753377606,31.7305898372,25.9320347944,11.5010677143,4.4275036176,0,1,1,1
8406,barley,21.1937324253,7.5680943908,89.2086961306,14.1584312869,30.9185176757,26.7987406885,13.9014276984,7.2980611476,0,1,1,1
